level,id_study,Country,iso,is_new,start_year,end_year,mid_year,survey,survey_short,survey_type,urban_rural,age_range_F,age_range_M,N_tc_F,N_tc_M,N_ldl_F,N_ldl_M,N_hdl_F,N_hdl_M,N_non_hdl_F,N_non_hdl_M,N_tc_hdl_r_F,N_tc_hdl_r_M,N_trg_F,N_trg_M,N_hyperchol_F,N_hyperchol_M,N_med_F,N_med_M,is_ldl_calc,is_ldl_fasting,fasting_hr,device_tc,device_ldl,device_hdl,device_trg,Region,Superregion
individual,MNG_2005_STEPS,Mongolia,MNG,Yes,2005,2005,2005,STEPS,STEPS,National,both, 15-64, 15-64,358,338,,,,,,,,,463,444,358,338,,,,,,accutrend,,,accutrend,Central Asia,Central Asia and North Africa-Middle East
individual,MNG_2009_STEPS,Mongolia,MNG,Yes,2009,2009,2009,STEPS,STEPS,National,both, 15-64, 15-64,825,567,1034,734,1034,736,756,520,756,520,900,615,825,567,1034,730,0,,,accutrend,lab,lab,accutrend,Central Asia,Central Asia and North Africa-Middle East
individual,MNG_2013_STEPS,Mongolia,MNG,Yes,2013,2013,2013,STEPS,STEPS,National,both, 15-64, 15-64,1070,821,966,710,1088,884,1033,792,1033,792,894,712,1070,821,1105,883,1,,,multicare,lab,lab,,Central Asia,Central Asia and North Africa-Middle East
individual,MNG_2019_STEPS,Mongolia,MNG,Yes,2019,2019,2019,STEPS,STEPS,National,both, 15-69, 15-69,3503,2882,3241,2661,3470,2844,3464,2836,3464,2837,3379,2813,3503,2882,3531,2907,1,,,,,,,Central Asia,Central Asia and North Africa-Middle East
individual,MAR_2017_STEPS,Morocco,MAR,Yes,2017,2017,2017,STEPS,STEPS,National,both, 18+, 18+,3043,1645,2789,1488,2863,1538,2412,1132,2412,1132,3105,1678,3043,1645,3105,1678,1,,,cardiocheck,cardiocheck,cardiocheck,cardiocheck,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,MOZ_2005_STEPS,Mozambique,MOZ,Yes,2005,2005,2005,STEPS,STEPS,National,both, 25-64, 25-64,,,,,,,,,,,,,,,,,,,,,,,,East Africa,Sub-Saharan Africa
individual,MOZ_2015_STEPS,Mozambique,MOZ,Yes,2014,2015,2015,STEPS,STEPS,National,both, 15-64, 15-64,1178,759,,,1099,670,956,518,956,520,,,1178,759,7,9,,,,cardiocheck,,cardiocheck,,East Africa,Sub-Saharan Africa
individual,MMR_2004_STEPS,Myanmar,MMR,Yes,2003,2004,2004,STEPS,STEPS,Subnational,both, 25-74, 25-74,2342,1917,2312,1860,2338,1905,2338,1904,2338,1904,2342,1915,2342,1917,,,1,1,,lab,lab,lab,lab,South East Asia,East and South East Asia
individual,MMR_2014_STEPS,Myanmar,MMR,Yes,2014,2014,2014,National survey of Diabetes Mellitus and risk factors for Non-communicable diseases in Myanmar,STEPS,National,both, 25-64, 25-64,5379,2868,5035,2649,5368,2864,5284,2743,5284,2744,5107,2757,5379,2868,5405,2926,0,1,,lipidoCare,lipidoCare,lipidoCare,lipidoCare,South East Asia,East and South East Asia
individual,MMR_2014_STEPSYangon,Myanmar,MMR,Yes,2013,2014,2014,STEPS 2013-2014 Yangon,STEPSYangon,Subnational,both, 25-74, 25-74,687,675,684,675,687,673,690,678,690,678,687,675,687,675,,,0,1,,lab,lab,lab,lab,South East Asia,East and South East Asia
individual,NAM_2009_OS,Namibia,NAM,Yes,2009,2009,2009,Okambilimbili Survey,OS,Community,urban, 10+, 10+,786,594,,,,,,,,,,,786,594,,,,,,accutrend,,,,Southern Africa,Sub-Saharan Africa
individual,NRU_1976_NIDDM,Nauru,NRU,Yes,1975,1976,1976,Trends in the prevalence and incidence of non-insulin-dependent diabetes mellitus and impaired glucose tolerance,NIDDM,Subnational,both, 10+, 10+,323,298,,,,,,,,,315,295,323,298,,,,1,,lab,,,lab,Polynesia and Micronesia,Oceania
individual,NRU_1982_NIDDM,Nauru,NRU,Yes,1982,1982,1982,Trends in the prevalence and incidence of non-insulin-dependent diabetes mellitus and impaired glucose tolerance,NIDDM,National,both, 20+, 20+,774,700,,,,,,,,,768,689,774,700,,,,1,,lab,,,lab,Polynesia and Micronesia,Oceania
individual,NRU_1987_NIDDM,Nauru,NRU,Yes,1987,1987,1987,Trends in the prevalence and incidence of non-insulin-dependent diabetes mellitus and impaired glucose tolerance,NIDDM,National,both, 20+, 20+,668,557,,,,,,,,,670,555,668,557,,,,1,11.49589491,lab,,,lab,Polynesia and Micronesia,Oceania
individual,NRU_1994_NIDDM,Nauru,NRU,Yes,1994,1994,1994,Trends in the prevalence and incidence of non-insulin-dependent diabetes mellitus and impaired glucose tolerance,NIDDM,National,both, 25+, 25+,744,659,,,,,,,,,744,659,744,659,,,,1,11.27056277,lab,,,lab,Polynesia and Micronesia,Oceania
individual,NRU_2004_STEPS,Nauru,NRU,Yes,2004,2004,2004,STEPS,STEPS,National,both, 15-64, 15-64,1152,1086,,,,,,,,,,,1152,1086,,,,,,,,,,Polynesia and Micronesia,Oceania
individual,NRU_2015_STEPS,Nauru,NRU,Yes,2015,2015,2015,STEPS,STEPS,National,rural, 18-69, 18-69,536,493,,,509,428,507,423,509,427,,,536,493,536,495,,,,,,,,Polynesia and Micronesia,Oceania
individual,NPL_2009_KHDC2,Nepal,NPL,Yes,2006,2011,2009,"Early detection and management of Kidney disease, Hypertension, Diabetes and Cardiovascular disease (KHDC Nepal), Damak",KHDC2,Community,urban, 18+, 18+,1547,1074,706,455,740,475,737,474,738,475,1549,1074,1547,1074,,,1,1,,,,,,South Asia,South Asia
individual,NPL_2009_KHDC1,Nepal,NPL,Yes,2006,2011,2009,"Early detection and management of Kidney disease, Hypertension, Diabetes and Cardiovascular disease (KHDC Nepal), Tarahara",KHDC1,Community,rural, 18+, 18+,2347,1175,669,305,671,309,671,310,671,310,2347,1174,2347,1175,,,1,1,,,,,,South Asia,South Asia
individual,NPL_2009_KHDC3,Nepal,NPL,Yes,2006,2011,2009,"Early detection and management of Kidney disease, Hypertension, Diabetes and Cardiovascular disease (KHDC Nepal), Dharan",KHDC3,Community,urban, 18+, 18+,3071,2173,35,61,34,61,34,61,34,61,3073,2171,3071,2173,,,1,1,,,,,,South Asia,South Asia
individual,NPL_2013_STEPS,Nepal,NPL,Yes,2012,2013,2013,STEPS,STEPS,National,both, 15-69, 15-69,2542,1198,2494,1154,2543,1196,2538,1195,2539,1196,2541,1198,2542,1198,2547,1198,1,,,lab,lab,lab,lab,South Asia,South Asia
individual,NPL_2015_STEPSDhankuta,Nepal,NPL,Yes,2015,2015,2015,"Community based intervention for prevention and control of non-communicable diseases risk factors (CIPCON) baseline survey, Dhankuta",STEPSDhankuta,Subnational,rural, 15-69, 15-69,762,527,,,,,,,,,,,762,527,1,3,,1,,cardiocheck,,,,South Asia,South Asia
individual,NPL_2015_STEPSIlam,Nepal,NPL,Yes,2015,2015,2015,"Community based intervention for prevention and control of non-communicable diseases risk factors (CIPCON) baseline survey, Ilam",STEPSIlam,Subnational,rural, 15-69, 15-69,432,323,,,,,,,,,,,432,323,5,6,,1,,cardiocheck,,,,South Asia,South Asia
individual,NPL_2017_NCD,Nepal,NPL,Yes,2016,2018,2017,The Population Based Prevalence of Selected Non-Communicable Diseases In Nepal,NCD,National,both, 20+, 20+,6780,4274,6669,4158,6807,4286,6776,4278,6793,4285,6820,4292,6780,4274,,,1,1,,,,,,South Asia,South Asia
individual,NPL_2019_STEPS,Nepal,NPL,Yes,2019,2019,2019,STEPS,STEPS,National,both, 15-69, 15-69,3384,1907,,,,,,,,,2233,1339,3384,1907,3384,1907,,,,,,,,South Asia,South Asia
summary,NLD_1960_ZES,Netherlands,NLD,Yes,1960,1960,1960,Zutphen Study,ZES,Community,urban, , 40-60,,829,,,,,,,,,,,,829,,,,,,lab,,,,North Western Europe,High-income Western countries
summary,NLD_1985_ZES,Netherlands,NLD,Yes,1985,1985,1985,Zutphen Elderly Study,ZES,Community,urban, , 65-85,,886,,,,886,,886,,886,,,,886,,,,,,lab,,lab,,North Western Europe,High-income Western countries
individual,NLD_1990_ZES,Netherlands,NLD,Yes,1990,1990,1990,Zutphen Elderly Study,ZES,Community,urban, , 69-90,,555,,487,,555,,555,,555,,487,,555,,555,1,1,,,,,,North Western Europe,High-income Western countries
summary,NLD_1991_RSI,Netherlands,NLD,Yes,1989,1993,1991,"The Rotterdam Study, first subcohort",RSI,Community,urban, 55+, 55+,4214,2825,,,4194,2814,4194,2813,4194,2813,,,4214,2825,,,,,,lab,,lab,,North Western Europe,High-income Western countries
individual,NLD_1993_LASA,Netherlands,NLD,Yes,1992,1993,1993,The Longitudinal Aging Study Amsterdam (LASA),LASA,Subnational,both, 55-85, 55-85,751,756,395,373,396,374,396,374,396,374,397,376,751,756,,,1,,,,,,,North Western Europe,High-income Western countries
summary,NLD_1995_EPICutrecht,Netherlands,NLD,Yes,1993,1997,1995,PROSPECT-EPIC,EPICutrecht,Subnational,both,50,69,15849,,,,15849,,,,,,,,15849,,,,,,,lab,,lab,,North Western Europe,High-income Western countries
individual,NLD_1996_LASA,Netherlands,NLD,Yes,1995,1996,1996,The Longitudinal Aging Study Amsterdam (LASA),LASA,Subnational,both, 65-88, 65-88,671,635,208,193,208,193,208,193,208,193,208,193,671,635,,,1,,,,,,,North Western Europe,High-income Western countries
summary,NLD_1998_RSI,Netherlands,NLD,Yes,1997,1999,1998,"The Rotterdam Study, first subcohort",RSI,Community,urban, 61+, 61+,2313,1684,2082,1524,2264,1656,2264,1656,2264,1656,2127,1557,2313,1684,,,1,1,,lab,lab,lab,lab,North Western Europe,High-income Western countries
individual,NLD_2000_Regenboog,Netherlands,NLD,Yes,1998,2001,2000,Regenboog Project,Regenboog,National,both, 12-89, 12-89,2399,2521,,,2399,2519,2399,2519,2399,2519,,,2399,2521,2622,2674,,1,5.745680958,,,,,North Western Europe,High-income Western countries
summary,NLD_2001_RSII,Netherlands,NLD,Yes,2000,2001,2001,"The Rotterdam Study, second subcohort",RSII,Community,urban, 55+, 55+,1417,1177,1310,1085,1417,1177,1417,1177,1417,1177,1319,1104,1417,1177,,,1,1,,lab,lab,lab,lab,North Western Europe,High-income Western countries
individual,NLD_2002_SUNSET,Netherlands,NLD,Yes,2001,2003,2002,Surinamese in the Netherlands: Study on Ethnicity and Health (SUNSET),SUNSET,Community,urban, 35-60, 35-60,254,249,254,248,254,248,254,248,254,248,254,249,254,249,254,249,1,1,,lab,lab,lab,lab,North Western Europe,High-income Western countries
summary,NLD_2003_RSI,Netherlands,NLD,Yes,2002,2004,2003,"The Rotterdam Study, first subcohort",RSI,Community,urban, 65+, 65+,1736,1226,,,1736,1226,1736,1226,1736,1226,,,1736,1226,,,,,,lab,,lab,,North Western Europe,High-income Western countries
individual,NLD_2003_LASA,Netherlands,NLD,Yes,2002,2003,2003,The Longitudinal Aging Study Amsterdam (LASA),LASA,Subnational,both, 54-65, 54-65,403,341,162,121,162,121,162,121,162,121,162,121,403,341,,,1,,,,,,,North Western Europe,High-income Western countries
summary,NLD_2005_RSII,Netherlands,NLD,Yes,2004,2005,2005,"The Rotterdam Study, second subcohort",RSII,Community,urban, 58+, 58+,1242,964,,,1242,963,1242,963,1242,963,,,1242,964,,,,,,lab,,lab,,North Western Europe,High-income Western countries
summary,NLD_2007_RSIII,Netherlands,NLD,Yes,2006,2008,2007,"The Rotterdam Study, third subcohort",RSIII,Community,urban, 45+, 45+,2006,1547,1974,1495,2006,1545,2006,1545,2006,1545,1985,1529,2006,1547,,,1,1,,lab,lab,lab,lab,North Western Europe,High-income Western countries
individual,NLD_2009_LASA,Netherlands,NLD,Yes,2008,2009,2009,The Longitudinal Aging Study Amsterdam (LASA),LASA,Subnational,both, 60-100, 60-100,491,432,,,,,,,,,,,491,432,,,,,,,,,,North Western Europe,High-income Western countries
individual,NLD_2009_PIAMA,Netherlands,NLD,Yes,2008,2011,2009,Prevention and Incidence of Asthma and Mite Allergy (PIAMA),PIAMA,National,both, 12-13, 12-13,639,646,,,639,645,639,645,639,645,,,639,646,,,,,,lab,,lab,,North Western Europe,High-income Western countries
summary,NLD_2010_RSI,Netherlands,NLD,Yes,2009,2011,2010,"The Rotterdam Study, first subcohort",RSI,Community,urban, 72+, 72+,955,661,920,638,955,661,955,661,955,661,922,640,955,661,,,1,1,,lab,lab,lab,lab,North Western Europe,High-income Western countries
summary,NLD_2010_NLM,Netherlands,NLD,Yes,2009,2010,2010,Measuring the Netherlands (NL de Maat),NLM,Subnational,both, 30-70, 30-70,1950,1760,1945,1707,1950,1760,1950,1760,1950,1760,1950,1760,1950,1760,,,0,2,,lab,lab,lab,lab,North Western Europe,High-income Western countries
summary,NLD_2011_RSII,Netherlands,NLD,Yes,2011,2012,2011,"The Rotterdam Study, second subcohort",RSII,Community,urban, 65+, 65+,903,721,877,693,903,721,903,721,903,721,877,699,903,721,,,1,1,,lab,lab,lab,lab,North Western Europe,High-income Western countries
summary,NLD_2013_RSIII,Netherlands,NLD,Yes,2012,2014,2013,"The Rotterdam Study, third subcohort",RSIII,Community,urban, 51+, 51+,1593,1227,1552,1173,1593,1228,1593,1227,1593,1227,1558,1193,1593,1227,,,1,1,,lab,lab,lab,lab,North Western Europe,High-income Western countries
summary,NLD_2013_HELIUS,Netherlands,NLD,Yes,2011,2015,2013,Healthy Life in an Urban Setting (HELIUS),HELIUS,Community,urban, 18-71, 18-71,2461,2081,2452,2067,2461,2080,2460,2080,2460,2080,2453,2073,2461,2081,,,1,1,10+,lab,lab,lab,lab,North Western Europe,High-income Western countries
individual,NLD_2013_PIAMA,Netherlands,NLD,Yes,2012,2014,2013,Prevention and Incidence of Asthma and Mite Allergy (PIAMA),PIAMA,National,both, 15-17, 15-17,376,376,376,376,376,376,376,376,376,376,376,376,376,376,,,1,,,,,,,North Western Europe,High-income Western countries
monica,NZL_1982_MONICA-AUCa,New Zealand,NZL,Yes,1982,1982,1982,"MONICA, Auckland",MONICA-AUCa,Community,urban, 35-64, 35-64,562,1005,,,522,867,521,867,521,867,,,,,,,,,,lab,,lab,,High-income English-speaking countries,High-income Western countries
summary,NZL_1989_LINZ,New Zealand,NZL,Yes,1989,1989,1989,The Life in New Zealand Survey,LINZ,National,both, 15+, 15+,1571,1418,,,,,,,,,,,1571,1418,,,,,,lab,,,,High-income English-speaking countries,High-income Western countries
monica,NZL_1993_MONICA-AUCa,New Zealand,NZL,Yes,1993,1994,1993,"MONICA, Auckland",MONICA-AUCa,Community,urban, 35-64, 35-64,720,744,,,715,741,715,741,715,741,,,,,,,,,,lab,,lab,,High-income English-speaking countries,High-income Western countries
last round,NZL_1994_6554001,New Zealand,NZL,No,NA,NA,1994,"Bullen, 1998 (28)",NA,Community,urban, 65-84, 65-84,510,476,,,,,,,,,,,,,,,,,,,,,,High-income English-speaking countries,High-income Western countries
summary,NZL_1997_NNS,New Zealand,NZL,Yes,1996,1997,1997,National Nutrition Survey,NNS,National,both, 15+, 15+,1763,1428,,,1760,1427,1759,1426,1759,1426,,,1763,1428,,,,,,lab,,lab,,High-income English-speaking countries,High-income Western countries
summary,NZL_2002_CNS,New Zealand,NZL,Yes,2002,2002,2002,The New Zealand National Childrens' Nutrition Survey,CNS,National,both, 10-15, 10-15,439,444,,,440,444,439,444,439,444,,,439,444,,,,,,lab,,lab,,High-income English-speaking countries,High-income Western countries
summary,NZL_2003_DHHS,New Zealand,NZL,Yes,2002,2003,2003,"Diabetes, Heart and Health Survey",DHHS,Subnational,urban, 35-84, 35-84,2086,1920,2064,1864,2086,1917,2086,1917,2086,1917,2086,1919,2086,1920,,,1,1,10,lab,lab,lab,lab,High-income English-speaking countries,High-income Western countries
summary,NZL_2009_ANS,New Zealand,NZL,Yes,2008,2009,2009,2008/09 New Zealand Adult Nutrition Survey,ANS,National,both, 15+, 15+,1865,1444,,,1865,1443,1864,1443,1864,1443,,,1865,1444,,,,0,,lab,,lab,,High-income English-speaking countries,High-income Western countries
individual,NIC_2004_CAMDI,Nicaragua,NIC,Yes,2003,2004,2004,CAMDI,CAMDI,Community,urban, 20+, 20+,919,780,,,,,919,778,919,778,,,919,780,,,0,1,,lab,lab,lab,,Central Latin America,Latin America and Caribbean
report,NGA_1990_NCDNS,Nigeria,NGA,Report,1990,1990,1990,Non-communicable Diseases National Survey,NCDNS,National,both, 15+, 15+,7207,7859,,,,,,,,,,,,,,,,,,,,,,West Africa,Sub-Saharan Africa
last round,NGA_1996_21566200,Nigeria,NGA,No,NA,NA,1996,"Okesina, 1999 (109)",NA,Community,rural, 21+, 21+,96,205,,,,,,,,,,,,,,,,,,,,,,West Africa,Sub-Saharan Africa
individual,NIU_2011_STEPS,Niue,NIU,Yes,2011,2011,2011,STEPS,STEPS,National,both, 15+, 15+,437,379,,,,,,,,,,,437,379,472,408,,,,accutrend,,,,Polynesia and Micronesia,Oceania
individual,NOR_1980_Tromso,Norway,NOR,Yes,1979,1980,1980,The Tromsø Study: Tromsø 2,Tromso,Community,both, 20-49, 20-54,7888,8447,7855,8267,7881,8424,7880,8423,7880,8424,7886,8444,7888,8447,,,1,,2.546778437,,,,,North Western Europe,High-income Western countries
individual,NOR_1987_Tromso,Norway,NOR,Yes,1986,1987,1987,The Tromsø Study: Tromsø 3,Tromso,Community,both, 20-56, 20-61,9805,10369,9764,10152,9803,10358,9799,10353,9799,10353,9803,10368,9805,10369,,,1,,2.304597986,,,,,North Western Europe,High-income Western countries
summary,NOR_1993_HUSK-bc5052,Norway,NOR,Yes,1992,1993,1993,The Hordaland Homocysteine Study 1950-1952 birth cohort,HUSK-bc5052,Subnational,both, 40-42, 40-42,6481,6113,,,,,,,,,6482,6113,6481,6113,,,,0,,lab,lab,lab,lab,North Western Europe,High-income Western countries
summary,NOR_1993_HUSK-bc2849,Norway,NOR,Yes,1992,1993,1993,The Hordaland Homocysteine Study 1928-1949 birth cohort,HUSK-bc2849,Community,urban, 43-64, 43-64,348,335,,,,,,,,,348,335,348,335,,,,0,,lab,,,lab,North Western Europe,High-income Western countries
summary,NOR_1993_HUSK-bc2527,Norway,NOR,Yes,1992,1993,1993,The Hordaland Homocysteine Study 1925-1927 birth cohort,HUSK-bc2527,Community,urban, 65-67, 65-67,2636,2127,,,,,,,,,2636,2127,2636,2127,,,,0,,lab,lab,lab,lab,North Western Europe,High-income Western countries
individual,NOR_1995_Tromso,Norway,NOR,Yes,1994,1995,1995,The Tromsø Study: Tromsø 4,Tromso,Community,both, 25+, 25+,13843,12780,13673,12336,13826,12753,13819,12747,13819,12747,13830,12772,13843,12780,13876,12798,1,0,2.54813893,,,,,North Western Europe,High-income Western countries
summary,NOR_1996_HUNT,Norway,NOR,Yes,1995,1997,1996,HUNT2 study,HUNT,Subnational,rural, 20+, 20+,34567,30370,34549,30316,34561,30349,34560,30349,34560,30349,34564,30365,34429,30364,,,1,0,,lab,lab,lab,lab,North Western Europe,High-income Western countries
summary,NOR_1998_HUSK-bc5057,Norway,NOR,Yes,1997,1999,1998,The Hordaland Health Study (HUSK) 1950-1957 birth cohort,HUSK-bc5057,Subnational,both, 40-47, 40-47,11937,10165,11931,10149,11936,10167,11934,10163,11934,10163,11939,10166,11937,10165,,,1,0,,lab,lab,lab,lab,North Western Europe,High-income Western countries
summary,NOR_1998_HUSK-bc2527,Norway,NOR,Yes,1997,1999,1998,The Hordaland Health Study (HUSK) 1925-1927 birth cohort,HUSK-bc2527,Community,urban, 70-74, 70-74,1842,1468,1841,1468,1842,1468,1842,1468,1842,1468,1842,1468,13779,11633,,,1,0,,lab,lab,lab,lab,North Western Europe,High-income Western countries
individual,NOR_2000_EYHS,Norway,NOR,Yes,1999,2000,2000,European Youth Heart Study,EYHS,Community,urban, 10-15, 10-15,166,138,165,132,167,138,160,138,160,138,143,115,166,138,,,1,1,,cholestech,cholestech,cholestech,cholestech,North Western Europe,High-income Western countries
summary,NOR_2002_HOT,Norway,NOR,Yes,2000,2003,2002,"The Oslo cohort (HUBRO),  the Oppland and Hedmark cohort (OPPHED), and the Troms and Finnmark cohort (TROFINN ) of Cohort of Norway (CONOR)",HOT,Subnational,both, 30-76, 30-76,20241,16792,19893,15812,20241,16786,20240,16784,20240,16784,20240,16782,20241,16792,,,1,0,,lab,lab,lab,lab,North Western Europe,High-income Western countries
individual,NOR_2002_Tromso,Norway,NOR,Yes,2001,2002,2002,"The Tromsø Study: Tromsø 5, Tromsø Study Panel",Tromso,Community,both, 30-89, 30-89,3582,2533,3552,2490,3581,2533,3581,2533,3581,2533,3582,2533,3582,2533,3598,2543,1,0,2.732087227,,,,,North Western Europe,High-income Western countries
individual,NOR_2006_PANCS,Norway,NOR,Yes,2005,2006,2006,Physical Activity among Norwegian Children and Adolescents,PANCS,National,both, 10-16, 10-16,420,509,420,506,420,508,420,507,420,508,420,509,420,509,,,1,1,,lab,lab,lab,lab,North Western Europe,High-income Western countries
summary,NOR_2007_HUNT,Norway,NOR,Yes,2006,2008,2007,HUNT3 Study,HUNT,Subnational,rural, 20+, 20+,26791,22351,26769,22314,26791,22351,26790,22351,26790,22351,27208,22645,26903,22443,,,1,0,,lab,lab,lab,lab,North Western Europe,High-income Western countries
individual,NOR_2008_Tromso,Norway,NOR,Yes,2007,2008,2008,The Tromsø Study: Tromsø 6,Tromso,Community,both, 30-87, 30-87,6809,5994,6808,5994,6807,5993,6807,5993,6807,5993,6808,5994,6809,5994,6904,6053,0,0,3.236669785,,,,,North Western Europe,High-income Western countries
individual,PSE_1997_citAbu-Rmeilehurban,Occupied Palestinian Territory,PSE,Yes,1996,1998,1997,"Old Ramallah, urban",citAbu-Rmeilehurban,Community,urban, 15-64, 15-64,492,182,489,179,485,170,484,170,484,170,492,181,492,182,,,0,0,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,PSE_1997_citAbu-Rmeilehrural,Occupied Palestinian Territory,PSE,Yes,1996,1998,1997,"Kobar, rural",citAbu-Rmeilehrural,Community,rural, 15-64, 15-64,479,204,469,202,480,205,475,203,476,203,483,206,479,204,,,0,0,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,PSE_2010_STEPS,Occupied Palestinian Territory,PSE,Yes,2010,2010,2010,STEPS,STEPS,National,both, 15-64, 15-64,3935,2436,3928,2432,3930,2436,3964,2461,3966,2462,3939,2439,3935,2436,3683,2313,1,,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,OMN_2008_WHS,Oman,OMN,Yes,2008,2008,2008,Gulf Cooperation Council World Health Survey ,WHS,National,both, 18+, 18+,1808,1880,1713,1796,1715,1805,1714,1805,1715,1805,1804,1879,1808,1880,,,1,,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,OMN_2017_STEPS,Oman,OMN,Yes,2017,2017,2017,STEPS,STEPS,National,both, 15+, 15+,2856,3251,2811,3183,2856,3248,2551,2784,2551,2784,2301,2782,2856,3251,2892,3275,1,,,multicare,multicare,multicare,multicare,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,PAK_1992_NHSP,Pakistan,PAK,Yes,1990,1994,1992,National Health Survey Of Pakistan 1990-1994,NHSP,National,both, 10+, 10+,4788,4233,,,,,,,,,,,4788,4233,,,,,,reflotron,,,,South Asia,South Asia
last round,PAK_2004_4586001,Pakistan,PAK,No,NA,NA,2004,COBRA-1   ,NA,Community,urban, 40+, 40+,1496,1376,,,,,,,,,,,,,,,,,,,,,,South Asia,South Asia
